user,card_index,card_brand,card_type,card_number,expires,cvv,has_chip,cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
914,7,Mastercard,Debit (Prepaid),5.67026E+15,Jul-24,491,YES,1,$61 ,Jul-15,2015,No
915,0,Mastercard,Debit,5.85803E+15,May-21,936,YES,2,"$8,923 ",Aug-04,2014,No
916,0,Mastercard,Debit,5.33282E+15,Jul-20,842,YES,2,"$29,474 ",May-17,2017,No
916,1,Mastercard,Debit,5.73525E+15,Feb-17,131,YES,2,"$25,612 ",Oct-10,2010,No
916,2,Visa,Credit,4.31914E+15,Jun-23,418,YES,2,"$12,700 ",Jan-10,2010,No
916,3,Visa,Debit,4.81695E+15,Feb-21,329,NO,2,"$9,781 ",Nov-06,2014,No
917,0,Visa,Credit,4.21966E+15,Jun-21,560,YES,2,"$12,900 ",Feb-20,2020,No
918,0,Visa,Debit,4.49289E+15,Oct-22,219,YES,1,"$20,582 ",Jan-20,2020,No
918,1,Visa,Debit,4.25151E+15,Nov-23,630,YES,1,"$9,998 ",Feb-03,2010,No
918,2,Mastercard,Debit,5.43404E+15,Jan-22,58,YES,1,"$11,664 ",Feb-11,2011,No
919,0,Visa,Debit,4.17654E+15,Dec-24,735,YES,2,"$27,813 ",Jan-20,2020,No
919,1,Mastercard,Credit,5.08489E+15,Feb-20,704,YES,2,"$11,700 ",Jan-20,2020,No
919,2,Mastercard,Debit,5.77658E+15,Jan-20,428,YES,1,"$19,286 ",Jan-20,2020,No
919,3,Mastercard,Debit,5.93824E+15,Dec-23,970,YES,1,"$22,868 ",Jan-20,2020,No
920,0,Visa,Credit,4.86522E+15,Apr-18,389,YES,1,"$15,400 ",Nov-03,2009,No
920,1,Mastercard,Debit,5.54361E+15,Sep-24,0,YES,2,"$26,534 ",Jan-11,2011,No
920,2,Amex,Credit,3.41921E+14,Feb-11,577,YES,2,"$11,100 ",Jul-05,2012,No
920,3,Mastercard,Debit,5.79069E+15,Apr-20,543,YES,3,"$7,446 ",Oct-08,2015,No
920,4,Mastercard,Debit,5.06559E+15,Jan-20,573,NO,2,"$12,607 ",Mar-03,2015,No
920,5,Mastercard,Debit,5.71239E+15,Mar-24,375,YES,2,"$1,053 ",Mar-09,2011,No
921,0,Visa,Debit,4.43483E+15,Apr-21,392,YES,1,"$24,424 ",Jul-11,2011,No
921,1,Visa,Debit,4.62091E+15,Aug-22,924,YES,2,"$22,330 ",Jun-19,2019,No
921,2,Visa,Debit,4.35716E+15,Apr-24,602,YES,2,"$32,659 ",Jan-14,2014,No
922,0,Mastercard,Debit,5.40468E+15,Jan-21,360,YES,1,"$8,822 ",Feb-20,2020,No
922,1,Visa,Debit,4.53645E+15,Mar-20,729,YES,1,"$3,549 ",Feb-20,2020,No
923,0,Mastercard,Debit,5.13926E+15,Dec-18,356,YES,1,"$14,939 ",Jul-18,2018,No
923,1,Mastercard,Debit (Prepaid),5.36661E+15,Jul-21,820,YES,2,$56 ,Feb-19,2019,No
923,2,Mastercard,Credit,5.72226E+15,Jun-21,765,YES,2,"$8,800 ",Feb-02,2013,No
923,3,Visa,Credit,4.9204E+15,Aug-20,862,YES,1,"$9,300 ",Jul-00,2008,No
923,4,Mastercard,Credit,5.28789E+15,Sep-21,710,YES,1,"$6,800 ",Oct-10,2010,No
923,5,Mastercard,Debit,5.273E+15,Mar-20,208,YES,2,"$12,210 ",Mar-05,2009,No
923,6,Mastercard,Debit,5.73196E+15,Aug-20,348,YES,2,"$6,397 ",Feb-08,2015,No
924,0,Mastercard,Debit (Prepaid),5.72978E+15,Mar-24,682,YES,1,$92 ,Oct-07,2007,No
924,1,Visa,Debit,4.66749E+15,Apr-16,716,YES,1,"$23,053 ",Apr-14,2014,No
924,2,Visa,Credit,4.32145E+15,Nov-24,699,YES,1,"$14,900 ",Dec-08,2011,No
924,3,Mastercard,Debit,5.58685E+15,Dec-21,999,YES,2,"$27,046 ",Apr-04,2015,No
924,4,Amex,Credit,3.75809E+14,Feb-24,763,NO,1,"$2,900 ",Jul-15,2015,No
925,0,Mastercard,Debit,5.30511E+15,Dec-22,182,YES,1,"$10,427 ",Jan-20,2020,No
925,1,Mastercard,Debit,5.93657E+15,Feb-20,173,YES,1,"$8,163 ",Feb-20,2020,No
925,2,Visa,Debit,4.5514E+15,Oct-21,834,YES,2,"$26,599 ",Feb-20,2020,No
925,3,Mastercard,Credit,5.75493E+15,Aug-24,524,YES,2,"$3,600 ",Feb-20,2020,No
926,0,Mastercard,Debit (Prepaid),5.64401E+15,Jul-21,745,YES,2,$68 ,Jan-20,2020,No
927,0,Mastercard,Debit,5.9461E+15,Feb-20,492,YES,1,"$37,661 ",Feb-20,2020,No
927,1,Visa,Credit,4.17785E+15,Aug-24,974,YES,1,"$21,400 ",Feb-20,2020,No
927,2,Mastercard,Debit,5.014E+15,Jan-22,789,YES,2,"$31,271 ",Feb-20,2020,No
928,0,Mastercard,Credit,5.11339E+15,Mar-11,64,YES,1,"$20,800 ",Oct-04,2007,No
928,1,Mastercard,Credit,5.84847E+15,Oct-20,65,YES,2,"$9,000 ",Sep-01,2010,No
928,2,Mastercard,Credit,5.69172E+15,Mar-24,70,NO,1,"$13,100 ",Oct-96,2012,No
928,3,Visa,Debit,4.37418E+15,Dec-23,692,NO,2,"$23,636 ",May-11,2013,No
929,0,Amex,Credit,3.08173E+14,Aug-22,784,YES,1,"$8,200 ",Jul-98,2013,No
929,1,Visa,Credit,4.53999E+15,Mar-23,11,YES,1,"$6,900 ",Jan-12,2012,No
929,2,Mastercard,Debit,5.10112E+15,Nov-22,652,YES,2,"$13,689 ",May-16,2016,No
930,0,Mastercard,Debit,5.82614E+15,Feb-20,122,YES,2,"$5,836 ",Jan-20,2020,No
931,0,Mastercard,Credit,5.92052E+15,Nov-24,661,NO,1,"$12,300 ",Sep-07,2008,No
931,1,Mastercard,Credit,5.09867E+15,Dec-11,455,YES,1,"$7,900 ",Oct-10,2010,No
931,2,Visa,Credit,4.28193E+15,Mar-21,372,YES,1,"$13,500 ",Sep-05,2013,No
931,3,Mastercard,Debit (Prepaid),5.54879E+15,Apr-24,233,YES,1,$41 ,Jan-06,2010,No
932,0,Visa,Credit,4.13358E+15,Oct-22,896,YES,1,"$16,400 ",Jan-20,2020,No
932,1,Visa,Debit,4.55664E+15,Mar-23,126,YES,2,"$16,293 ",May-08,2009,No
932,2,Mastercard,Credit,5.13104E+15,Aug-24,342,YES,2,"$14,300 ",Jul-15,2015,No
932,3,Amex,Credit,3.87783E+14,Mar-24,124,YES,1,"$21,200 ",Jul-07,2011,No
933,0,Visa,Debit,4.53676E+15,Jan-21,475,YES,1,"$11,068 ",May-12,2012,No
933,1,Mastercard,Debit,5.79694E+15,Oct-21,291,NO,1,"$14,835 ",Jan-20,2020,No
933,2,Amex,Credit,3.10839E+14,Mar-22,96,NO,2,"$9,300 ",Dec-04,2014,No
933,3,Visa,Credit,4.07461E+15,Dec-20,16,YES,1,"$9,400 ",Feb-11,2011,No
934,0,Mastercard,Debit,5.49567E+15,Feb-22,792,YES,1,"$12,566 ",Aug-04,2015,No
934,1,Discover,Credit,6.59122E+15,Oct-20,174,YES,2,"$4,100 ",May-13,2013,No
934,2,Mastercard,Credit,5.41801E+15,Jun-18,205,YES,2,"$7,400 ",Nov-10,2012,No
934,3,Visa,Credit,4.36126E+15,Dec-21,440,YES,2,"$4,200 ",Oct-06,2011,No
935,0,Mastercard,Debit,5.91589E+15,Oct-22,744,YES,1,"$14,388 ",Dec-08,2015,No
935,1,Mastercard,Debit (Prepaid),5.85559E+15,Dec-20,132,YES,1,$63 ,Aug-06,2014,No
936,0,Mastercard,Credit,5.38835E+15,Jan-20,278,YES,2,"$8,100 ",Apr-05,2008,No
936,1,Amex,Credit,3.41588E+14,Jun-24,281,YES,2,"$10,000 ",May-12,2012,No
937,0,Discover,Credit,6.84486E+15,Nov-24,435,YES,2,"$8,700 ",Apr-16,2016,No
937,1,Mastercard,Debit,5.51739E+15,Oct-23,758,NO,2,"$11,900 ",Jul-09,2010,No
937,2,Mastercard,Credit,5.6312E+15,Oct-23,995,YES,1,"$5,700 ",Sep-10,2015,No
937,3,Visa,Credit,4.53084E+15,Jun-22,596,YES,2,"$3,400 ",Feb-14,2014,No
937,4,Discover,Credit,6.75565E+15,May-23,220,YES,2,"$5,300 ",Sep-08,2011,No
938,0,Mastercard,Debit,5.09835E+15,Apr-23,974,YES,1,"$16,082 ",Oct-98,2010,No
938,1,Mastercard,Debit,5.9867E+15,Dec-20,317,YES,1,"$21,552 ",Jun-06,2006,No
938,2,Mastercard,Debit,5.70512E+15,Aug-22,295,YES,1,"$29,037 ",Nov-15,2015,No
938,3,Mastercard,Debit,5.8652E+15,Dec-06,927,YES,2,"$19,107 ",May-05,2005,No
938,4,Mastercard,Debit,5.92058E+15,Mar-12,387,YES,2,"$26,562 ",Oct-06,2008,No
938,5,Discover,Credit,6.20855E+15,Jun-20,325,YES,1,"$9,800 ",Sep-00,2011,No
939,0,Visa,Credit,4.86775E+15,May-23,503,YES,2,"$13,000 ",Jan-20,2020,No
939,1,Mastercard,Debit,5.3566E+15,Feb-20,118,YES,2,"$14,733 ",Jan-20,2020,No
939,2,Mastercard,Debit,5.65246E+15,Feb-20,322,YES,2,"$7,476 ",Feb-20,2020,No
939,3,Mastercard,Debit (Prepaid),5.62063E+15,Feb-24,155,YES,2,$60 ,Jan-20,2020,No
940,0,Mastercard,Debit,5.44289E+15,Jun-19,926,YES,2,"$29,471 ",Mar-05,2011,No
940,1,Visa,Credit,4.27323E+15,Oct-14,602,YES,1,"$17,700 ",Apr-05,2010,No
940,2,Mastercard,Debit,5.03629E+15,Apr-23,791,YES,2,"$11,969 ",Jul-08,2008,No
940,3,Visa,Debit,4.68537E+15,Apr-22,311,YES,2,"$7,946 ",Jun-07,2014,No
940,4,Visa,Debit (Prepaid),4.61639E+15,Jun-11,600,YES,1,$41 ,Sep-06,2017,No
941,0,Mastercard,Debit,5.01728E+15,Sep-23,728,YES,1,"$12,873 ",Oct-03,2008,No
941,1,Mastercard,Debit,5.11364E+15,Sep-23,734,YES,1,"$17,629 ",Apr-04,2012,No
942,0,Mastercard,Debit,5.81995E+15,Dec-24,978,YES,1,"$6,497 ",Jan-20,2020,No
942,1,Mastercard,Debit (Prepaid),5.4615E+15,Jul-21,921,YES,1,$67 ,Jan-20,2020,No
942,2,Visa,Credit,4.1729E+15,Jun-21,815,YES,1,"$3,300 ",Oct-15,2015,No
943,0,Visa,Debit (Prepaid),4.33818E+15,Jan-22,479,YES,2,$85 ,Apr-06,2010,No
943,1,Mastercard,Debit (Prepaid),5.49944E+15,Jun-20,547,NO,1,$39 ,Feb-06,2006,No
944,0,Mastercard,Debit,5.31796E+15,Aug-23,60,YES,1,"$26,162 ",Oct-14,2014,No
944,1,Visa,Credit,4.49997E+15,Dec-24,556,YES,1,"$13,700 ",Apr-11,2014,No
944,2,Visa,Debit,4.85518E+15,Jan-22,646,YES,2,"$31,504 ",Apr-09,2014,No
944,3,Mastercard,Debit,5.09511E+15,Apr-09,488,YES,2,"$9,010 ",Aug-06,2007,No
945,0,Mastercard,Debit,5.71651E+15,Jul-24,690,YES,1,"$64,059 ",May-15,2015,No
945,1,Mastercard,Debit (Prepaid),5.12822E+15,Mar-21,416,YES,2,$62 ,Oct-05,2008,No
945,2,Mastercard,Debit,5.84132E+15,Sep-18,598,NO,2,"$29,601 ",Nov-08,2011,No
945,3,Mastercard,Credit,5.80644E+15,Nov-12,9,YES,1,"$21,800 ",Jul-09,2014,No
945,4,Mastercard,Debit,5.09489E+15,May-22,229,YES,2,"$49,790 ",Dec-10,2010,No
946,0,Visa,Debit,4.21988E+15,Jan-20,656,YES,1,"$13,438 ",Jul-17,2017,No
946,1,Visa,Credit,4.82138E+15,Sep-24,7,YES,1,"$9,600 ",Mar-10,2011,No
946,2,Visa,Credit,4.10482E+15,Jul-21,10,YES,1,"$6,300 ",Nov-07,2007,No
946,3,Mastercard,Debit,5.31514E+15,Apr-23,777,YES,1,"$12,348 ",Sep-02,2008,No
947,0,Mastercard,Debit,5.52166E+15,Jul-20,771,YES,1,"$9,632 ",Jan-20,2020,No
947,1,Mastercard,Debit,5.61421E+15,Aug-24,54,YES,2,"$9,490 ",Feb-20,2020,No
947,2,Mastercard,Debit,5.74596E+15,Jan-24,921,NO,2,"$32,399 ",Jan-20,2020,No
948,0,Visa,Debit,4.36723E+15,Nov-15,188,NO,2,"$12,810 ",Apr-08,2008,No
948,1,Mastercard,Credit,5.843E+15,Sep-12,247,YES,2,"$9,300 ",Sep-05,2014,No
948,2,Mastercard,Debit,5.28509E+15,Oct-17,930,YES,2,"$7,564 ",Nov-04,2016,No
949,0,Visa,Debit,4.04459E+15,Nov-21,838,YES,1,"$22,765 ",Aug-16,2016,No
949,1,Discover,Credit,6.30875E+15,Oct-21,62,YES,1,"$11,300 ",Jun-06,2012,No
949,2,Mastercard,Debit,5.51637E+15,Oct-22,822,YES,1,"$10,369 ",Jan-07,2011,No
949,3,Mastercard,Credit,5.89998E+15,Oct-20,747,YES,2,"$10,200 ",Jan-02,2011,No
949,4,Visa,Credit,4.21382E+15,Jun-24,692,YES,2,"$12,100 ",May-09,2019,No
949,5,Visa,Debit,4.8965E+15,Mar-20,197,YES,2,"$15,409 ",Jun-00,2017,No
950,0,Visa,Credit,4.89284E+15,Jul-24,127,YES,2,"$22,500 ",Feb-09,2012,No
950,1,Mastercard,Credit,5.67149E+15,Jan-20,534,NO,3,"$6,700 ",Jan-20,2020,No
951,0,Visa,Debit,4.62129E+15,Mar-22,629,YES,2,$842 ,Aug-09,2009,No
951,1,Mastercard,Debit,5.08757E+15,Aug-09,540,YES,2,"$10,049 ",May-09,2009,No
951,2,Mastercard,Debit,5.46944E+15,Jun-18,723,YES,2,"$11,625 ",Apr-10,2012,No
951,3,Mastercard,Credit,5.94428E+15,Nov-21,689,YES,2,"$5,800 ",Apr-10,2011,No
951,4,Mastercard,Debit,5.51595E+15,Feb-20,490,NO,3,"$17,515 ",Feb-08,2010,No
952,0,Visa,Debit,4.55603E+15,Jul-24,537,YES,2,"$1,696 ",Feb-20,2020,No
952,1,Discover,Credit,6.7132E+15,Oct-10,952,YES,2,"$11,400 ",Oct-10,2011,No
952,2,Visa,Credit,4.60957E+15,Jul-20,165,YES,2,"$10,600 ",Jun-05,2017,No
953,0,Discover,Credit,6.96013E+15,Dec-10,808,NO,1,"$21,500 ",Jul-10,2010,No
953,1,Mastercard,Debit,5.98847E+15,Oct-21,869,YES,2,"$32,784 ",Dec-04,2008,No
953,2,Mastercard,Debit,5.47777E+15,Apr-22,980,YES,2,"$13,510 ",Jul-07,2016,No
953,3,Visa,Credit,4.27572E+15,Aug-12,125,YES,1,"$14,000 ",Jun-12,2012,No
954,0,Mastercard,Debit (Prepaid),5.47723E+15,Apr-18,961,NO,3,$38 ,Nov-10,2013,No
955,0,Visa,Debit,4.36141E+15,Sep-20,932,NO,1,"$28,471 ",Feb-20,2020,No
955,1,Mastercard,Debit,5.10251E+15,Dec-23,196,YES,2,"$33,833 ",Jan-20,2020,No
956,0,Visa,Debit,4.25512E+15,Apr-20,582,NO,2,"$14,751 ",Jul-99,2012,No
957,0,Mastercard,Debit,5.90906E+15,Apr-24,211,YES,1,"$27,268 ",Jul-12,2012,No
957,1,Amex,Credit,3.46965E+14,Feb-20,530,YES,1,"$16,400 ",Feb-20,2020,No
958,0,Mastercard,Credit,5.80276E+15,Dec-19,312,YES,1,"$17,600 ",Sep-07,2014,No
958,1,Mastercard,Debit,5.05021E+15,Apr-21,316,YES,2,"$31,490 ",Feb-11,2011,No
958,2,Mastercard,Debit,5.69179E+15,Jun-21,451,YES,2,"$31,008 ",Feb-20,2020,No
958,3,Mastercard,Debit,5.47279E+15,Apr-20,138,YES,2,"$25,558 ",Feb-20,2020,No
959,0,Mastercard,Debit (Prepaid),5.34811E+15,Nov-23,893,YES,2,$54 ,Feb-07,2010,No
959,1,Visa,Credit,4.83935E+15,Mar-24,844,YES,1,"$7,200 ",Feb-04,2015,No
959,2,Visa,Debit,4.76044E+15,Jan-22,2,YES,2,"$5,080 ",Apr-10,2010,No
959,3,Discover,Credit,6.55399E+15,Jan-20,897,YES,1,"$2,700 ",Jan-20,2020,No
959,4,Mastercard,Debit,5.02529E+15,Apr-21,264,YES,2,"$9,278 ",Sep-01,2011,No
959,5,Discover,Credit,6.89834E+15,Mar-22,107,YES,1,"$6,000 ",Mar-10,2016,No
960,0,Mastercard,Debit,5.5864E+15,Mar-22,828,YES,1,"$27,243 ",Jan-12,2012,No
960,1,Visa,Debit,4.77728E+15,Feb-17,256,YES,2,"$23,237 ",Feb-07,2009,No
960,2,Visa,Debit,4.14462E+15,Oct-22,645,YES,2,"$16,008 ",Nov-11,2011,No
960,3,Mastercard,Debit,5.5357E+15,Feb-22,987,YES,1,"$16,279 ",Jan-12,2012,No
960,4,Mastercard,Debit,5.66951E+15,Nov-14,958,NO,1,"$16,003 ",Sep-13,2013,No
961,0,Mastercard,Debit,5.69511E+15,Feb-21,881,YES,2,"$5,488 ",Aug-07,2014,No
962,0,Visa,Debit,4.99827E+15,Feb-20,675,YES,1,"$45,222 ",Feb-20,2020,No
962,1,Visa,Debit,4.00153E+15,Jan-21,681,YES,1,"$32,071 ",Jan-13,2013,No
963,0,Visa,Debit,4.79545E+15,Aug-20,55,YES,2,"$16,783 ",Feb-20,2020,No
964,0,Visa,Debit,4.40199E+15,Oct-23,745,YES,2,"$13,524 ",Feb-20,2020,No
964,1,Visa,Credit,4.07073E+15,Apr-21,834,YES,2,"$15,000 ",Feb-20,2020,No
965,0,Mastercard,Debit,5.87223E+15,Jun-05,616,YES,1,"$20,062 ",Oct-04,2010,No
965,1,Mastercard,Credit,5.38834E+15,Feb-21,355,YES,2,"$8,100 ",Jan-08,2009,No
965,2,Mastercard,Debit,5.56335E+15,Sep-21,337,NO,2,"$4,335 ",Sep-07,2007,No
965,3,Mastercard,Credit,5.75682E+15,Apr-24,644,YES,2,"$2,000 ",Sep-10,2010,No
966,0,Visa,Debit,4.51287E+15,Mar-22,854,YES,1,"$25,445 ",Aug-09,2009,No
966,1,Mastercard,Credit,5.36198E+15,Jul-24,39,YES,1,"$17,400 ",Feb-10,2010,No
966,2,Mastercard,Debit,5.25142E+15,Nov-19,577,YES,2,"$34,684 ",Nov-05,2008,No
966,3,Mastercard,Debit,5.6231E+15,Mar-22,956,YES,2,"$28,125 ",Nov-15,2015,No
966,4,Mastercard,Debit,5.26632E+15,Aug-20,276,YES,2,"$49,705 ",Feb-20,2020,No
967,0,Visa,Debit,4.59028E+15,Sep-14,921,NO,2,"$31,424 ",Jul-09,2010,No
967,1,Amex,Credit,3.98645E+14,Mar-23,22,YES,2,"$7,900 ",Mar-12,2012,No
967,2,Mastercard,Debit,5.25938E+15,Jun-06,913,YES,1,"$19,097 ",Feb-06,2011,No
967,3,Amex,Credit,3.84867E+14,Sep-21,24,YES,1,"$10,100 ",Oct-11,2015,No
968,0,Visa,Debit,4.87939E+15,Dec-23,176,YES,1,"$32,423 ",Mar-12,2012,No
968,1,Visa,Credit,4.2209E+15,Jul-15,14,YES,1,"$16,900 ",Nov-11,2011,No
968,2,Mastercard,Debit,5.9301E+15,Jun-21,908,YES,1,"$17,686 ",Feb-04,2007,No
969,0,Visa,Credit,4.09593E+15,Jan-20,979,NO,1,"$8,100 ",Aug-07,2009,No
969,1,Mastercard,Debit,5.42016E+15,Mar-20,391,NO,1,"$10,059 ",Jun-05,2014,No
969,2,Visa,Debit,4.17976E+15,Feb-22,245,NO,1,"$4,302 ",Sep-11,2015,No
969,3,Visa,Credit,4.61491E+15,Nov-20,84,YES,1,"$7,300 ",Feb-11,2011,No
970,0,Mastercard,Debit,5.56666E+15,Jan-24,748,YES,1,"$13,123 ",Oct-09,2014,No
970,1,Mastercard,Debit,5.07632E+15,Jan-23,951,YES,1,"$3,630 ",Jun-03,2009,No
970,2,Visa,Debit,4.173E+15,Sep-22,521,YES,1,"$20,173 ",Aug-07,2012,No
971,0,Amex,Credit,3.38E+14,Sep-13,657,YES,1,"$9,500 ",Jun-10,2014,No
971,1,Mastercard,Debit,5.75235E+15,May-21,929,YES,2,"$10,141 ",Feb-20,2020,No
972,0,Visa,Credit,4.38077E+15,Apr-13,71,YES,1,"$16,800 ",Jun-11,2011,No
972,1,Visa,Credit,4.34462E+15,Nov-20,198,NO,1,"$15,900 ",Nov-19,2019,No
972,2,Mastercard,Debit,5.47699E+15,Nov-18,146,YES,1,"$24,080 ",Nov-16,2016,No
972,3,Visa,Credit,4.04978E+15,Dec-23,163,YES,1,"$20,400 ",Nov-07,2007,No
973,0,Mastercard,Credit,5.50265E+15,Apr-09,519,YES,1,"$22,000 ",Apr-07,2013,No
973,1,Visa,Credit,4.65972E+15,Sep-20,241,YES,2,"$28,300 ",Dec-99,2008,No
973,2,Mastercard,Debit,5.02204E+15,Jan-21,283,YES,1,"$27,761 ",Sep-10,2010,No
973,3,Mastercard,Credit,5.41358E+15,Mar-23,131,YES,1,"$21,200 ",Apr-05,2012,No
973,4,Visa,Debit,4.6969E+15,Mar-24,152,YES,1,"$20,560 ",Oct-09,2009,No
973,5,Mastercard,Debit,5.14818E+15,Jan-13,502,YES,2,"$3,095 ",Jun-08,2012,No
973,6,Mastercard,Debit,5.73201E+15,Jun-21,883,YES,2,"$43,879 ",Aug-06,2015,No
974,0,Mastercard,Debit,5.47747E+15,Sep-22,446,YES,2,"$21,359 ",Jan-20,2020,No
974,1,Mastercard,Credit,5.46773E+15,Oct-24,991,YES,1,"$10,200 ",Feb-20,2020,No
975,0,Visa,Debit,4.21208E+15,Aug-22,173,YES,2,"$16,332 ",Aug-12,2012,No
975,1,Mastercard,Credit,5.38941E+15,Dec-22,32,YES,1,"$9,100 ",Apr-10,2019,No
975,2,Visa,Debit,4.21172E+15,Mar-24,345,YES,1,"$2,289 ",Apr-11,2011,No
975,3,Visa,Debit,4.87085E+15,Jun-21,880,YES,1,"$23,631 ",Jan-06,2014,No
976,0,Mastercard,Debit,5.1554E+15,Jun-24,314,YES,1,"$17,995 ",May-13,2013,No
976,1,Mastercard,Credit,5.94553E+15,Jan-24,959,YES,1,"$14,900 ",Sep-01,2008,No
976,2,Mastercard,Debit,5.31948E+15,Feb-23,19,YES,2,"$26,830 ",Feb-04,2004,No
976,3,Mastercard,Debit,5.12306E+15,Mar-23,51,YES,1,$202 ,Mar-04,2013,No
976,4,Mastercard,Debit,5.06343E+15,Apr-23,5,NO,2,"$11,460 ",Apr-05,2012,No
977,0,Mastercard,Debit,5.61351E+15,Feb-20,114,YES,1,"$11,934 ",Feb-20,2020,No
977,1,Mastercard,Debit,5.65843E+15,Jan-20,315,YES,1,"$12,427 ",Jan-20,2020,No
977,2,Mastercard,Debit,5.78309E+15,Feb-20,13,YES,1,"$24,432 ",Jan-20,2020,No
978,0,Visa,Debit,4.68439E+15,Aug-24,268,YES,2,"$6,513 ",Feb-20,2020,No
978,1,Visa,Credit,4.86891E+15,Jun-21,736,YES,2,"$1,500 ",Jan-20,2020,No
979,0,Mastercard,Credit,5.80629E+15,Dec-24,798,YES,2,"$1,500 ",Aug-09,2009,No
979,1,Visa,Credit,4.23547E+15,Oct-09,833,YES,2,"$8,300 ",Jul-09,2011,No
979,2,Mastercard,Credit,5.95637E+15,Jul-24,475,YES,2,"$9,300 ",Jan-07,2010,No
979,3,Visa,Debit (Prepaid),4.72858E+15,Feb-20,997,YES,2,$87 ,Feb-20,2020,No
979,4,Mastercard,Debit,5.16635E+15,Oct-12,817,YES,1,"$14,104 ",Oct-11,2011,No
979,5,Mastercard,Debit,5.92016E+15,May-22,535,YES,2,"$14,725 ",Jun-11,2011,No
979,6,Visa,Debit,4.20756E+15,Mar-20,424,YES,2,"$12,016 ",Oct-08,2011,No
980,0,Mastercard,Debit,5.12743E+15,Aug-22,856,YES,2,"$22,567 ",Aug-08,2009,No
980,1,Visa,Debit,4.69248E+15,Mar-22,281,YES,2,"$26,743 ",Nov-06,2013,No
980,2,Visa,Debit,4.69429E+15,Feb-21,763,YES,1,"$16,722 ",Jun-00,2005,No
980,3,Visa,Debit,4.97655E+15,Sep-23,310,YES,2,"$9,521 ",Aug-06,2007,No
981,0,Mastercard,Debit,5.83524E+15,Dec-21,803,YES,1,"$14,253 ",Aug-14,2014,No
981,1,Mastercard,Debit (Prepaid),5.83997E+15,Dec-24,684,YES,1,$78 ,Jan-20,2020,No
981,2,Mastercard,Debit,5.79257E+15,Oct-24,358,YES,1,"$26,678 ",Jan-13,2013,No
981,3,Visa,Debit,4.652E+15,May-23,271,YES,2,"$15,652 ",Apr-11,2011,No
982,0,Discover,Credit,6.86562E+15,Jul-09,784,YES,2,"$6,900 ",Sep-08,2011,No
983,0,Mastercard,Debit,5.12356E+15,May-24,861,YES,1,"$13,378 ",Feb-09,2009,No
983,1,Visa,Debit,4.78312E+15,Oct-20,467,YES,2,"$15,516 ",Sep-98,2014,No
983,2,Visa,Debit,4.81883E+15,May-24,311,YES,2,"$9,956 ",Jul-05,2010,No
983,3,Mastercard,Debit,5.25335E+15,Aug-20,499,YES,1,"$3,614 ",Oct-09,2009,No
983,4,Visa,Debit,4.99222E+15,Feb-20,201,YES,2,"$5,992 ",Nov-10,2011,No
984,0,Mastercard,Debit,5.1444E+15,Nov-23,732,YES,2,"$31,219 ",Feb-20,2020,No
984,1,Mastercard,Debit,5.89295E+15,Nov-21,447,YES,1,"$20,619 ",Jul-18,2018,No
984,2,Mastercard,Debit (Prepaid),5.65368E+15,Apr-19,732,YES,1,$74 ,Oct-09,2009,No
985,0,Visa,Debit,4.57338E+15,Jun-22,261,YES,1,"$22,768 ",Feb-20,2020,No
985,1,Visa,Credit,4.46001E+15,Jan-21,225,NO,1,"$3,000 ",Feb-20,2020,No
985,2,Mastercard,Credit,5.77561E+15,Jan-20,32,YES,2,"$11,500 ",Jan-20,2020,No
985,3,Mastercard,Debit,5.38878E+15,Jan-24,712,YES,2,"$7,458 ",Feb-20,2020,No
986,0,Visa,Debit,4.088E+15,Apr-23,532,YES,1,"$15,504 ",May-11,2012,No
986,1,Mastercard,Credit,5.88641E+15,Feb-20,684,YES,1,"$5,600 ",Aug-04,2019,No
986,2,Mastercard,Debit,5.24728E+15,Apr-24,220,YES,2,"$3,117 ",Mar-01,2006,No
986,3,Visa,Debit,4.21516E+15,Mar-22,756,YES,1,"$14,007 ",Jul-00,2015,No
986,4,Visa,Debit,4.99512E+15,Apr-21,658,YES,2,"$13,390 ",Dec-08,2010,No
987,0,Visa,Debit,4.04812E+15,Oct-21,117,YES,2,"$35,649 ",Jun-06,2011,No
987,1,Visa,Debit,4.16099E+15,Oct-12,11,YES,2,"$18,979 ",Mar-04,2008,No
987,2,Mastercard,Credit,5.64098E+15,Feb-23,571,NO,2,"$10,000 ",Dec-06,2012,No
987,3,Visa,Debit (Prepaid),4.20185E+15,Aug-18,604,YES,2,$63 ,Aug-09,2014,No
988,0,Mastercard,Debit,5.09227E+15,Jan-21,394,YES,2,"$24,878 ",Aug-08,2011,No
988,1,Amex,Credit,3.95345E+14,May-23,951,YES,2,"$23,900 ",Apr-10,2012,No
988,2,Mastercard,Debit,5.66129E+15,Feb-22,934,YES,2,"$9,213 ",Aug-05,2009,No
989,0,Visa,Debit,4.53557E+15,Jul-24,704,YES,2,"$23,538 ",Aug-11,2011,No
989,1,Visa,Debit,4.9314E+15,Sep-17,835,YES,2,"$15,658 ",Sep-16,2016,No
989,2,Mastercard,Credit,5.09966E+15,May-21,249,YES,1,"$8,900 ",Mar-06,2011,No
990,0,Mastercard,Debit (Prepaid),5.93249E+15,Feb-20,164,YES,1,$58 ,Jan-20,2020,No
